Label,Id
TokenStatesCRV,0x602590F2aa35B71ccB1Ca72E673A75b26eC7f4E8
TokenStatesDASH,0x136b1EC699c62b0606854056f02dC7Bb80482d63
TokenStatesDEFI,0x7Ac2D37098a65B0f711CFfA3be635F1E6aCacFaB
TokenStatesDOT,0x73B1a2643507Cd30F11Dfcf2D974f4373E5BC077
TokenStatesEOS,0x631443C4121ca7B4c90dC79a37B1DcE8B79aDeEc
TokenStatesETC,0xd4DB55Cf39c37BEAa3A47F2555D57B4ea2d9Ff39
TokenStatesETH,0x34A5ef81d18F3a305aE9C2d7DF42beef4c79031c
TokenStatesEUR,0x6568D9e750fC44AF00f857885Dfb8281c00529c4
TokenStatesFB,0xBF416bdf37b1590A3A37A1504865354Bf5D90b34
TokenStatesFTSE,0xD1B420854527e4b0e489bd37ec8f9DB1E6305515
TokenStatesGBP,0x7e88D19A79b291cfE5696d496055f7e57F537A75
TokenStatesGOOG,0x272BbF5eEf131A3eb4a3078A58cFcD0978585F98
TokenStatesJPY,0x4dFACfB15514C21c991ff75Bc7Bf6Fb1F98361ed
TokenStatesKRW,0x93B6e9FbBd2c32a0DC3C2B943B7C3CBC2fE23730
TokenStatesLINK,0x577D4a7395c6A5f46d9981a5F83fa7294926aBB0
TokenStatesLTC,0xe1a2C7957a4771031301f2E25b0f52039aD97270
TokenStatesMSFT,0x7EbeEa83591c048a40502985254A3Df19Ea90067
TokenStatesNFLX,0x438D8701892AB7578ea34F8cDCdCAdc93e48D443
TokenStatesNIKKEI,0xc69D8B688a309FDEa9273DDE1A46bF1e51928a55
TokenStatesOIL,0x98d7CcF403B8BD2F6DC3F3cA4161f1E8db3dD080
TokenStatesREN,0x6e6d86D88d2Ce382918EB4F062F0fff82B8c9b99
TokenStatesRUNE,0x860C5f944b098cE28CF9f2Da099913F01c9364D8
TokenStatesTRX,0x7EC5697C724895DA7f2320bDE063BEF6215a72e2
TokenStatesTSLA,0x259F2584E8A672DA3773F91D66567a3229Dee93d
TokenStatesUNI,0x9234733bD0F3E227e431BBE7B09CEB0E3E9755e3
TokenStatesUSD,0x05a9CBe762B36632b3594DA4F082340E0e5343e8
TokenStatesXAG,0x53d244Fb46357568DBeF082225cCC87cBD94aAE8
TokenStatesXAU,0x20569B49d74c1EDE765382574F7F3fdC2a078A4f
TokenStatesXMR,0x23d5381713841724A67B731026b32322228cA3C7
TokenStatesXRP,0xb90AafFB61dFC042e7a7AbcE069DDB4BAE9ab192
TokenStatesXTZ,0x959894a82fbF99d35B12ed1EA81e783296229862
TokenStatesYFI,0xF61F4A57C63340ac1Fd75578ae878c8a263aeC06
TradingRewards,0x62922670313bf6b41C580143d1f6C173C5C20019
VirtualSynthMastercopy,0xf02ce48fD47D7FA1B7a45a0444805d320D035775
